timestamp,source,client_ip,method,path,status,bytes_sent,referer,user_agent,level,latency_ms,user,msg,hostname,verdict,src_ip,dst_ip,proto,spt,dpt,raw_line,parse_ok,parse_error
2026-01-07 16:08:02+00:00,nginx,63.254.218.199,POST,/login,401.0,0.0,-,curl/7.68.0,,,,,,,,,,,,"63.254.218.199 - - [07/Jan/2026:16:08:02 +0000] ""POST /login HTTP/1.1"" 401 0 ""-"" ""curl/7.68.0""",True,
2026-01-07 16:08:04+00:00,nginx,26.203.25.250,GET,/index.html,200.0,512.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"26.203.25.250 - - [07/Jan/2026:16:08:04 +0000] ""GET /index.html HTTP/1.1"" 200 512 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:06+00:00,nginx,63.254.218.199,POST,/auth,403.0,0.0,-,Mozilla/5.0 (compatible; bot/1.0),,,,,,,,,,,,"63.254.218.199 - - [07/Jan/2026:16:08:06 +0000] ""POST /auth HTTP/1.1"" 403 0 ""-"" ""Mozilla/5.0 (compatible; bot/1.0)""",True,
2026-01-07 16:08:08+00:00,nginx,67.23.68.75,GET,/home,200.0,1024.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"67.23.68.75 - - [07/Jan/2026:16:08:08 +0000] ""GET /home HTTP/1.1"" 200 1024 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:10+00:00,nginx,63.254.218.199,POST,/api/v1/login,401.0,0.0,-,curl/7.68.0,,,,,,,,,,,,"63.254.218.199 - - [07/Jan/2026:16:08:10 +0000] ""POST /api/v1/login HTTP/1.1"" 401 0 ""-"" ""curl/7.68.0""",True,
2026-01-07 16:08:12+00:00,nginx,118.73.60.147,GET,/dashboard,200.0,2048.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"118.73.60.147 - - [07/Jan/2026:16:08:12 +0000] ""GET /dashboard HTTP/1.1"" 200 2048 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:14+00:00,nginx,63.254.218.199,POST,/login,401.0,0.0,-,curl/7.68.0,,,,,,,,,,,,"63.254.218.199 - - [07/Jan/2026:16:08:14 +0000] ""POST /login HTTP/1.1"" 401 0 ""-"" ""curl/7.68.0""",True,
2026-01-07 16:08:15+00:00,nginx,89.92.52.149,GET,/profile,200.0,768.0,-,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),,,,,,,,,,,,"89.92.52.149 - - [07/Jan/2026:16:08:15 +0000] ""GET /profile HTTP/1.1"" 200 768 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X)""",True,
2026-01-07 16:08:17+00:00,nginx,63.254.218.199,POST,/auth,200.0,0.0,-,curl/7.68.0,,,,,,,,,,,,"63.254.218.199 - - [07/Jan/2026:16:08:17 +0000] ""POST /auth HTTP/1.1"" 200 0 ""-"" ""curl/7.68.0""",True,
2026-01-07 16:08:17+00:00,nginx,157.96.190.25,GET,/settings,200.0,512.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"157.96.190.25 - - [07/Jan/2026:16:08:17 +0000] ""GET /settings HTTP/1.1"" 200 512 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:18+00:00,nginx,21.39.160.88,GET,/admin,403.0,512.0,-,Nmap Scripting Engine,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:18 +0000] ""GET /admin HTTP/1.1"" 403 512 ""-"" ""Nmap Scripting Engine""",True,
2026-01-07 16:08:20+00:00,nginx,21.39.160.88,GET,/.git/HEAD,404.0,256.0,-,GitProbe/0.1,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:20 +0000] ""GET /.git/HEAD HTTP/1.1"" 404 256 ""-"" ""GitProbe/0.1""",True,
2026-01-07 16:08:22+00:00,nginx,21.39.160.88,GET,/api/v1/secret,401.0,128.0,-,Python-urllib/3.10,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:22 +0000] ""GET /api/v1/secret HTTP/1.1"" 401 128 ""-"" ""Python-urllib/3.10""",True,
2026-01-07 16:08:24+00:00,nginx,21.39.160.88,GET,/wp-login.php,200.0,1024.0,-,WordPress/6.5,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:24 +0000] ""GET /wp-login.php HTTP/1.1"" 200 1024 ""-"" ""WordPress/6.5""",True,
2026-01-07 16:08:26+00:00,nginx,21.39.160.88,GET,/config,404.0,200.0,-,ConfigScanner/2.3,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:26 +0000] ""GET /config HTTP/1.1"" 404 200 ""-"" ""ConfigScanner/2.3""",True,
2026-01-07 16:08:28+00:00,nginx,21.39.160.88,GET,/robots.txt,200.0,512.0,-,RobotsChecker/1.0,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:28 +0000] ""GET /robots.txt HTTP/1.1"" 200 512 ""-"" ""RobotsChecker/1.0""",True,
2026-01-07 16:08:30+00:00,nginx,21.39.160.88,POST,/api/v1/login,301.0,64.0,-,HTTPie/2.6,,,,,,,,,,,,"21.39.160.88 - - [07/Jan/2026:16:08:30 +0000] ""POST /api/v1/login HTTP/1.1"" 301 64 ""-"" ""HTTPie/2.6""",True,
2026-01-07 16:08:19+00:00,nginx,203.0.113.42,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"203.0.113.42 - - [07/Jan/2026:16:08:19 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:21+00:00,nginx,203.0.113.42,GET,/about,200.0,1024.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"203.0.113.42 - - [07/Jan/2026:16:08:21 +0000] ""GET /about HTTP/1.1"" 200 1024 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:23+00:00,nginx,203.0.113.42,GET,/contact,200.0,768.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"203.0.113.42 - - [07/Jan/2026:16:08:23 +0000] ""GET /contact HTTP/1.1"" 200 768 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:32+00:00,nginx,138.233.35.216,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"138.233.35.216 - - [07/Jan/2026:16:08:32 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:35+00:00,nginx,34.138.242.179,GET,/login,200.0,1284.0,https://example.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"34.138.242.179 - - [07/Jan/2026:16:08:35 +0000] ""GET /login HTTP/1.1"" 200 1284 ""https://example.com/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:38+00:00,nginx,181.33.31.188,GET,/api/v1/items,200.0,2048.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"181.33.31.188 - - [07/Jan/2026:16:08:38 +0000] ""GET /api/v1/items HTTP/1.1"" 200 2048 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:40+00:00,nginx,190.158.228.73,GET,/static/app.js,200.0,1024.0,-,curl/8.4.0,,,,,,,,,,,,"190.158.228.73 - - [07/Jan/2026:16:08:40 +0000] ""GET /static/app.js HTTP/1.1"" 200 1024 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:08:42+00:00,nginx,194.197.177.6,GET,/health,200.0,12.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"194.197.177.6 - - [07/Jan/2026:16:08:42 +0000] ""GET /health HTTP/1.1"" 200 12 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:08:44+00:00,nginx,129.181.86.157,GET,/favicon.ico,404.0,256.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"129.181.86.157 - - [07/Jan/2026:16:08:44 +0000] ""GET /favicon.ico HTTP/1.1"" 404 256 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:45+00:00,nginx,138.233.35.216,GET,/search?q=test,302.0,512.0,https://google.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"138.233.35.216 - - [07/Jan/2026:16:08:45 +0000] ""GET /search?q=test HTTP/1.1"" 302 512 ""https://google.com/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:46+00:00,nginx,34.138.242.179,POST,/api/v1/items,204.0,0.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"34.138.242.179 - - [07/Jan/2026:16:08:46 +0000] ""POST /api/v1/items HTTP/1.1"" 204 0 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:08:47+00:00,nginx,181.33.31.188,GET,/unknown,404.0,256.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"181.33.31.188 - - [07/Jan/2026:16:08:47 +0000] ""GET /unknown HTTP/1.1"" 404 256 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:47+00:00,nginx,190.158.228.73,GET,/error,500.0,512.0,-,curl/8.4.0,,,,,,,,,,,,"190.158.228.73 - - [07/Jan/2026:16:08:47 +0000] ""GET /error HTTP/1.1"" 500 512 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:08:48+00:00,nginx,26.111.147.34,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"26.111.147.34 - - [07/Jan/2026:16:08:48 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:52+00:00,nginx,200.126.203.101,GET,/login,401.0,256.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"200.126.203.101 - - [07/Jan/2026:16:08:52 +0000] ""GET /login HTTP/1.1"" 401 256 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:57+00:00,nginx,138.41.85.115,GET,/api/v1/items,200.0,1024.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"138.41.85.115 - - [07/Jan/2026:16:08:57 +0000] ""GET /api/v1/items HTTP/1.1"" 200 1024 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:59+00:00,nginx,113.142.70.210,GET,/static/app.js,200.0,2048.0,-,curl/8.4.0,,,,,,,,,,,,"113.142.70.210 - - [07/Jan/2026:16:08:59 +0000] ""GET /static/app.js HTTP/1.1"" 200 2048 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:00+00:00,nginx,121.142.212.253,GET,/health,200.0,48.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"121.142.212.253 - - [07/Jan/2026:16:09:00 +0000] ""GET /health HTTP/1.1"" 200 48 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:01+00:00,nginx,102.194.118.39,GET,/favicon.ico,404.0,128.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"102.194.118.39 - - [07/Jan/2026:16:09:01 +0000] ""GET /favicon.ico HTTP/1.1"" 404 128 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:08:50+00:00,nginx,26.111.147.34,GET,/search?q=test,302.0,512.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"26.111.147.34 - - [07/Jan/2026:16:08:50 +0000] ""GET /search?q=test HTTP/1.1"" 302 512 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:08:53+00:00,nginx,200.126.203.101,GET,/login,200.0,256.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"200.126.203.101 - - [07/Jan/2026:16:08:53 +0000] ""GET /login HTTP/1.1"" 200 256 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:08:58+00:00,nginx,138.41.85.115,GET,/api/v1/items,500.0,64.0,-,curl/8.4.0,,,,,,,,,,,,"138.41.85.115 - - [07/Jan/2026:16:08:58 +0000] ""GET /api/v1/items HTTP/1.1"" 500 64 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:02+00:00,nginx,113.142.70.210,GET,/static/app.js,200.0,2048.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"113.142.70.210 - - [07/Jan/2026:16:09:02 +0000] ""GET /static/app.js HTTP/1.1"" 200 2048 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:02+00:00,nginx,49.118.119.4,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"49.118.119.4 - - [07/Jan/2026:16:09:02 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:04+00:00,nginx,135.93.134.73,GET,/login,200.0,845.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"135.93.134.73 - - [07/Jan/2026:16:09:04 +0000] ""GET /login HTTP/1.1"" 200 845 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:06+00:00,nginx,12.74.214.137,GET,/api/v1/items,200.0,1024.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"12.74.214.137 - - [07/Jan/2026:16:09:06 +0000] ""GET /api/v1/items HTTP/1.1"" 200 1024 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:09:08+00:00,nginx,105.163.64.177,POST,/api/v1/items,204.0,0.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"105.163.64.177 - - [07/Jan/2026:16:09:08 +0000] ""POST /api/v1/items HTTP/1.1"" 204 0 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:10+00:00,nginx,142.27.233.231,GET,/static/app.js,200.0,2048.0,-,curl/8.4.0,,,,,,,,,,,,"142.27.233.231 - - [07/Jan/2026:16:09:10 +0000] ""GET /static/app.js HTTP/1.1"" 200 2048 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:12+00:00,nginx,210.200.203.103,GET,/favicon.ico,200.0,512.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"210.200.203.103 - - [07/Jan/2026:16:09:12 +0000] ""GET /favicon.ico HTTP/1.1"" 200 512 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:14+00:00,nginx,49.118.119.4,GET,/health,200.0,128.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"49.118.119.4 - - [07/Jan/2026:16:09:14 +0000] ""GET /health HTTP/1.1"" 200 128 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:15+00:00,nginx,135.93.134.73,GET,/search?q=test,302.0,0.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"135.93.134.73 - - [07/Jan/2026:16:09:15 +0000] ""GET /search?q=test HTTP/1.1"" 302 0 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:09:16+00:00,nginx,12.74.214.137,GET,/unknown,404.0,256.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"12.74.214.137 - - [07/Jan/2026:16:09:16 +0000] ""GET /unknown HTTP/1.1"" 404 256 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:17+00:00,nginx,105.163.64.177,GET,/api/v1/items,500.0,512.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"105.163.64.177 - - [07/Jan/2026:16:09:17 +0000] ""GET /api/v1/items HTTP/1.1"" 500 512 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:18+00:00,nginx,134.205.31.49,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"134.205.31.49 - - [07/Jan/2026:16:09:18 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:20+00:00,nginx,28.106.225.42,GET,/login,302.0,245.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"28.106.225.42 - - [07/Jan/2026:16:09:20 +0000] ""GET /login HTTP/1.1"" 302 245 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:22+00:00,nginx,39.174.26.27,GET,/api/v1/items,200.0,1345.0,https://example.com/,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"39.174.26.27 - - [07/Jan/2026:16:09:22 +0000] ""GET /api/v1/items HTTP/1.1"" 200 1345 ""https://example.com/"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:09:24+00:00,nginx,11.77.51.243,GET,/static/app.js,200.0,987.0,-,curl/8.4.0,,,,,,,,,,,,"11.77.51.243 - - [07/Jan/2026:16:09:24 +0000] ""GET /static/app.js HTTP/1.1"" 200 987 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:26+00:00,nginx,104.13.36.224,GET,/health,200.0,45.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"104.13.36.224 - - [07/Jan/2026:16:09:26 +0000] ""GET /health HTTP/1.1"" 200 45 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:28+00:00,nginx,64.192.76.163,GET,/favicon.ico,404.0,0.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"64.192.76.163 - - [07/Jan/2026:16:09:28 +0000] ""GET /favicon.ico HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:30+00:00,nginx,134.205.31.49,GET,/search?q=test,200.0,312.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"134.205.31.49 - - [07/Jan/2026:16:09:30 +0000] ""GET /search?q=test HTTP/1.1"" 200 312 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:31+00:00,nginx,28.106.225.42,POST,/api/v1/items,204.0,0.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"28.106.225.42 - - [07/Jan/2026:16:09:31 +0000] ""POST /api/v1/items HTTP/1.1"" 204 0 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:32+00:00,nginx,39.174.26.27,GET,/login,401.0,123.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"39.174.26.27 - - [07/Jan/2026:16:09:32 +0000] ""GET /login HTTP/1.1"" 401 123 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:09:33+00:00,nginx,11.77.51.243,GET,/unknown,404.0,78.0,-,curl/8.4.0,,,,,,,,,,,,"11.77.51.243 - - [07/Jan/2026:16:09:33 +0000] ""GET /unknown HTTP/1.1"" 404 78 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:33+00:00,nginx,99.186.242.32,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"99.186.242.32 - - [07/Jan/2026:16:09:33 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:34+00:00,nginx,40.249.238.123,GET,/login,302.0,0.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"40.249.238.123 - - [07/Jan/2026:16:09:34 +0000] ""GET /login HTTP/1.1"" 302 0 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:35+00:00,nginx,134.159.43.37,POST,/api/v1/items,204.0,0.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"134.159.43.37 - - [07/Jan/2026:16:09:35 +0000] ""POST /api/v1/items HTTP/1.1"" 204 0 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:36+00:00,nginx,37.175.135.123,GET,/static/app.js,200.0,1456.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"37.175.135.123 - - [07/Jan/2026:16:09:36 +0000] ""GET /static/app.js HTTP/1.1"" 200 1456 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:09:37+00:00,nginx,223.82.11.53,GET,/health,200.0,23.0,-,curl/8.4.0,,,,,,,,,,,,"223.82.11.53 - - [07/Jan/2026:16:09:37 +0000] ""GET /health HTTP/1.1"" 200 23 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:38+00:00,nginx,146.185.75.177,GET,/favicon.ico,404.0,0.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"146.185.75.177 - - [07/Jan/2026:16:09:38 +0000] ""GET /favicon.ico HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:09:39+00:00,nginx,99.186.242.32,GET,/search?q=test,200.0,512.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"99.186.242.32 - - [07/Jan/2026:16:09:39 +0000] ""GET /search?q=test HTTP/1.1"" 200 512 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
2026-01-07 16:09:40+00:00,nginx,40.249.238.123,GET,/unknown,404.0,0.0,-,curl/8.4.0,,,,,,,,,,,,"40.249.238.123 - - [07/Jan/2026:16:09:40 +0000] ""GET /unknown HTTP/1.1"" 404 0 ""-"" ""curl/8.4.0""",True,
2026-01-07 16:09:41+00:00,nginx,134.159.43.37,GET,/api/v1/items,500.0,0.0,-,PostmanRuntime/7.36.1,,,,,,,,,,,,"134.159.43.37 - - [07/Jan/2026:16:09:41 +0000] ""GET /api/v1/items HTTP/1.1"" 500 0 ""-"" ""PostmanRuntime/7.36.1""",True,
2026-01-07 16:09:42+00:00,nginx,37.175.135.123,GET,/login,401.0,0.0,-,Mozilla/5.0 (X11; Linux x86_64),,,,,,,,,,,,"37.175.135.123 - - [07/Jan/2026:16:09:42 +0000] ""GET /login HTTP/1.1"" 401 0 ""-"" ""Mozilla/5.0 (X11; Linux x86_64)""",True,
2026-01-07 16:10:03+00:00,nginx,165.176.228.207,GET,/,200.0,612.0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,,,"165.176.228.207 - - [07/Jan/2026:16:10:03 +0000] ""GET / HTTP/1.1"" 200 612 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""",True,
2026-01-07 16:10:05+00:00,nginx,196.178.186.21,GET,/login,302.0,245.0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,,,,,,,,,,"196.178.186.21 - - [07/Jan/2026:16:10:05 +0000] ""GET /login HTTP/1.1"" 302 245 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""",True,
